score_full	country	S2	S5	S26	S27	education	age
27.65	FR	5	1	1	5	4	26
34.3	US	4	1	2	3	2	18
39.95	US	3	4	2	4	4	30
34.55	US	1	1	1	3	4	51
34.2	NL	2	1	2	5	1	23
23.1	US	2	2	1	1	2	36
6.9	BT	1	3	2	1	3	22
42.3	HR	4	1	4	1	3	38
40.95	GB	2	2	2	2	3	51
40.95	PH	5	5	1	5	2	16
32.85	ZA	3	3	3	3	3	33
36.65	GB	1	4	3	1	3	25
23.25	US	4	2	3	3	3	24
43.65	GB	2	1	3	4	3	21
43.65	US	2	1	3	4	3	20
36.95	GB	5	1	3	2	2	20
35.9	ZW	2	5	1	4	3	50
30.9	RO	3	2	1	1	3	27
30.55	US	2	2	4	2	3	21
30.15	MX	4	3	4	4	3	28
28.15	US	3	4	2	3	3	43
33.9	US	1	1	2	3	3	33
27.95	US	3	3	3	2	3	27
35.9	US	1	5	1	4	1	61
33.55	GB	2	1	2	4	3	33
41.3	US	3	1	1	3	4	58
39.65	US	4	4	1	4	4	50
33.65	US	2	4	4	4	3	45
27.6	BR	4	3	4	5	4	48
34.2	US	4	5	3	5	2	34
15.5	US	2	5	4	3	1	15
21.9	US	4	5	3	3	1	15
35.55	US	3	1	4	2	3	32
22.55	NL	4	2	2	4	2	27
33.25	US	4	4	3	3	2	59
35.9	US	5	1	4	3	3	27
37.25	GB	1	1	2	3	4	23
40.95	GB	3	3	1	5	3	71
31.3	US	5	5	2	4	1	16
16.85	US	5	5	5	5	1	14
33.6	GB	2	1	3	4	2	45
38.3	GB	2	1	3	4	2	45
34.6	US	4	1	2	1	3	51
38.6	US	2	1	1	1	3	60
16.1	US	2	4	3	3	3	23
41.65	US	5	1	1	5	2	35
26.85	US	5	5	1	1	2	29
37.25	US	3	2	2	4	4	58
45	GB	2	1	2	4	4	59
32.85	CL	2	2	2	5	4	33
28.55	US	3	1	5	1	2	32
38.25	IE	4	2	1	3	4	31
41.3	US	4	1	2	5	3	46
30.55	US	4	4	2	3	2	26
41.3	US	4	3	2	3	2	26
38.6	IN	1	1	4	4	2	18
20.7	NZ	1	3	1	1	1	80
25.95	IN	1	5	5	1	4	54
14.3	US	3	3	3	1	2	47
38.95	US	4	2	1	4	3	56
36.3	AU	4	3	4	4	3	25
35.3	AT	2	2	2	5	3	25
37.25	DE	5	1	5	5	2	31
24.8	MX	1	3	1	1	3	30
20.95	IN	4	1	3	4	2	20
40.95	US	1	5	1	4	4	62
41.65	US	4	4	3	4	4	31
26.9	GB	3	3	3	3	2	36
38.25	GB	1	1	4	5	3	25
39.6	US	1	1	3	4	3	28
27.25	CA	5	1	5	5	4	24
42.65	US	1	3	1	3	4	58
38.6	US	2	2	2	4	4	50
34.3	US	1	5	1	3	3	42
14.3	US	5	1	4	5	2	19
23.95	US	4	5	5	3	3	16
42.65	AU	5	3	3	4	2	40
42.3	GB	3	1	3	4	4	43
20.2	PH	5	4	4	3	2	16
37.25	US	4	3	2	3	3	38
41.3	US	1	2	1	5	4	64
32.6	US	3	5	3	2	3	22
29.55	US	4	2	4	4	3	29
30.9	US	5	5	2	4	1	16
29.2	GB	4	4	3	3	3	38
32.9	US	4	1	2	1	2	27
43.65	US	2	4	2	3	3	56
24.75	AU	2	5	1	4	3	22
36.95	US	2	4	1	1	2	56
32.25	AE	5	1	1	5	2	17
26.65	CA	3	1	1	4	3	30
45	US	3	1	3	5	4	43
32.55	GB	3	1	2	1	4	43
37.65	US	2	4	1	5	4	36
30.15	US	2	4	1	5	2	20
26.8	ZA	1	1	1	1	4	48
40.3	US	1	1	2	5	4	31
39.3	US	3	1	0	0	3	72
35.55	US	3	4	4	4	2	40
38.25	AU	2	2	3	5	4	46
36.25	US	5	1	0	0	2	23
31.9	US	5	5	2	5	3	64
23.5	KE	5	5	5	5	3	21
36.25	CA	4	2	3	1	3	52
42.3	US	4	5	2	4	2	19
35.25	AU	2	2	3	5	2	28
41.65	GB	3	4	1	4	4	54
32.9	US	1	1	1	4	3	45
35.9	GB	4	1	1	3	3	55
29.25	HR	2	1	3	3	4	42
21.45	DE	5	1	3	1	2	19
26.85	US	2	1	2	5	4	36
38.65	US	3	1	2	5	3	28
37.3	US	5	1	4	5	3	23
38.6	US	2	4	3	5	3	29
28.85	US	2	3	4	4	1	18
40.65	US	3	1	1	2	3	26
34.65	US	0	0	0	0	3	31
39.95	US	3	1	2	4	3	24
43.65	US	2	1	3	3	4	33
40.3	CA	2	1	3	4	2	34
35.95	US	3	1	2	4	3	49
43.65	US	2	1	2	4	3	35
42.3	CA	4	2	2	4	3	27
32.25	US	2	1	3	4	3	28
17.35	GB	2	5	1	3	3	30
31.9	US	5	5	3	5	3	25
26.25	US	2	0	4	3	2	16
25.85	US	1	4	2	4	4	32
44	US	3	1	2	5	4	30
45	US	4	1	3	5	2	24
21.25	US	5	2	1	1	2	20
38.95	US	1	5	1	3	1	45
38.25	CA	3	4	2	4	2	75
38.6	US	3	4	2	4	2	24
39.6	HK	1	1	1	1	4	51
24.55	US	4	4	3	4	3	23
18.6	CA	3	1	3	3	2	18
42	AU	2	5	2	4	3	41
33.3	HK	3	4	2	3	3	27
-15.75	PH	5	5	5	1	4	27
27.25	EE	2	1	2	3	1	16
13.5	ID	3	1	5	2	2	24
40.95	US	1	1	2	3	4	29
32.65	FR	5	1	4	3	2	20
38.3	US	4	4	2	4	3	62
42.3	US	2	4	1	5	4	31
35.6	US	4	4	0	5	3	21
38.25	US	2	2	2	3	4	43
24.6	CL	4	4	5	5	4	22
26.85	US	3	1	3	3	1	16
21.6	MX	1	3	3	1	4	18
41.3	US	3	1	2	4	3	67
21.25	HU	3	3	4	4	2	21
16.75	US	2	4	4	5	1	17
36	US	1	3	1	4	2	20
43.65	US	2	3	4	4	3	34
32.55	US	2	3	2	4	2	29
28.25	CA	3	5	3	2	2	27
11.95	IN	1	5	5	1	4	57
29.25	AP	2	1	3	4	2	20
38.25	GB	1	1	2	4	3	46
37.95	US	2	1	1	1	2	61
26.9	US	1	5	1	3	2	18
25.9	JP	3	2	3	3	1	21
30.9	US	4	5	1	4	2	17
38.25	GB	2	2	3	4	3	42
35.55	US	5	3	2	5	2	18
29.15	US	4	4	5	4	2	19
38.6	CA	1	4	3	4	4	29
35.25	GB	2	2	3	5	2	17
19.15	FR	1	2	4	4	3	21
33.95	US	2	4	2	5	2	23
35.6	US	4	4	2	4	2	20
24.1	RU	2	1	4	5	3	38
34.9	US	2	1	1	4	3	40
35.95	NZ	1	5	2	2	2	21
32.95	ES	1	1	2	5	3	25
10.4	PH	3	3	3	1	2	17
28.15	US	1	2	2	3	2	20
38.6	AU	5	1	1	5	3	23
36.6	US	3	5	2	2	4	49
23.55	SE	1	1	2	5	2	23
41.65	US	2	1	2	4	4	50
20.45	FR	4	4	2	4	2	17
22.45	CA	2	3	2	3	2	20
13.95	GR	1	5	1	0	3	32
35.6	US	3	4	2	2	3	32
33.95	US	3	3	4	4	3	45
26.85	US	1	5	1	4	3	19
38.25	US	1	3	1	4	4	68
34.2	US	1	5	1	1	4	69
40.3	US	3	1	1	1	3	25
41.3	US	5	2	2	4	3	26
36.9	US	5	1	1	1	2	68
39.65	IN	2	2	4	3	4	26
40.95	IN	4	2	4	4	3	24
22.05	AU	1	1	5	5	3	18
26.15	SG	3	3	3	2	2	22
32.9	US	1	1	2	1	2	20
26.9	BE	2	4	2	5	3	23
42.3	US	2	1	2	5	3	46
28.8	US	3	1	2	4	3	31
34.95	RO	5	1	1	3	2	21
37.6	CA	3	1	5	3	2	59
15.55	GB	3	3	3	1	2	20
33.25	US	2	1	1	4	3	47
45	US	1	3	1	4	4	68
7.65	BR	4	2	4	3	2	17
39.6	US	2	2	2	5	4	52
39.3	ID	3	1	2	4	2	19
14.25	US	2	3	3	3	2	21
33.3	US	4	5	1	2	1	14
16.65	PH	1	1	1	1	3	31
27.6	PH	3	4	1	1	3	18
15.3	US	2	2	1	5	3	19
43.65	US	2	3	2	5	1	69
36.6	US	4	2	2	4	1	14
20.7	US	5	3	1	5	1	16
6.35	PH	1	5	3	1	3	35
35.55	AU	1	1	4	3	4	41
38.6	GB	1	1	5	5	3	64
26.55	PH	2	4	3	3	3	35
41.3	US	2	1	2	3	4	66
30.55	CA	4	1	5	4	3	20
35.9	US	2	5	2	5	4	55
41.3	US	2	1	1	5	4	56
18.25	GB	2	1	4	4	2	20
31.3	ZA	1	5	2	4	4	30
28.2	IE	4	3	5	4	1	14
27.2	US	1	3	1	3	2	62
43.65	US	4	2	3	3	3	51
34.3	AU	3	2	2	2	2	19
42.3	AU	1	1	1	3	4	59
36.25	US	2	3	4	4	3	29
38.25	US	4	5	2	4	3	38
5	US	2	4	4	2	2	16
38.6	US	4	1	1	4	4	57
32.95	CH	3	1	4	4	2	21
25.95	HU	3	3	3	4	4	38
17.8	US	2	4	3	3	2	16
31.85	US	5	5	2	4	2	50
29.95	US	5	5	2	4	1	16
41.65	GB	4	5	3	4	4	31
32.55	US	3	4	1	3	4	29
25.8	US	1	4	1	3	4	45
40.95	US	3	2	2	3	4	51
43.65	US	1	3	2	5	4	51
24.8	US	1	4	1	4	1	16
21.85	US	2	2	1	5	2	16
27.45	US	1	1	1	2	2	38
21.5	US	1	3	1	1	3	27
36.9	US	4	3	3	2	2	54
43.65	GB	1	1	1	5	2	27
28.2	US	4	3	1	3	2	34
21.2	CA	3	3	1	4	2	17
37.95	CA	5	5	5	1	1	42
41.3	US	5	4	1	1	3	31
33.55	US	1	1	1	4	4	44
14.55	US	1	5	2	1	3	30
11.9	MY	3	2	3	1	2	17
39.95	US	3	3	2	3	4	51
10.85	DE	4	1	2	3	2	15
25.3	US	2	3	3	4	1	14
39.6	US	1	4	2	3	1	17
36.95	AU	2	3	2	4	2	25
33.9	US	3	1	2	4	2	44
22.2	ID	2	5	3	2	2	18
43	CA	2	4	2	4	3	61
30.85	US	1	4	2	3	4	52
43.65	US	4	5	2	2	3	37
38.3	US	2	3	2	4	4	32
17.2	PH	3	2	3	1	3	22
34.2	US	3	1	2	3	3	56
29.55	AR	3	3	5	4	2	18
13.65	US	2	5	3	3	2	15
16.85	US	3	4	3	3	1	14
11.1	US	1	3	1	3	2	15
15.9	US	5	3	2	2	1	14
17.7	CA	2	5	2	3	2	18
33.6	US	1	2	2	1	3	20
35.25	AU	4	2	2	1	4	38
37.6	CA	2	1	3	4	2	60
33.9	AU	4	5	2	3	3	44
27.55	US	1	4	3	3	3	22
35.65	US	2	2	4	2	3	22
40.3	CA	4	1	3	4	4	38
24	AU	5	3	2	2	2	19
22.3	MY	3	4	2	5	1	17
29.2	NZ	3	3	3	4	3	23
32.25	US	1	3	1	2	3	71
9	CA	4	4	3	3	2	16
45	US	5	5	5	5	1	13
29.55	FR	4	1	4	3	3	24
35.6	US	2	3	2	4	3	27
43	HK	2	2	2	4	4	48
37.95	TR	2	4	2	3	3	49
38.25	MX	5	1	2	2	2	39
36.9	US	2	4	2	5	4	55
41.65	US	2	4	2	5	4	34
36.9	US	4	1	1	5	2	19
36.6	GB	3	4	2	3	3	30
43	GB	2	2	2	4	2	34
22.45	GB	5	5	4	5	1	19
34.6	AU	3	5	4	3	2	18
38.3	GB	2	1	3	2	3	54
37	JO	3	3	3	4	4	42
13.95	AU	3	3	2	3	2	47
30.6	US	3	5	1	2	3	31
37.95	CA	3	4	1	3	3	47
39.6	US	3	1	2	4	3	58
42.65	US	3	4	3	5	2	55
45	US	3	2	2	4	4	34
24.85	US	2	4	2	4	1	16
16.65	GR	4	2	4	4	2	20
18.8	US	2	3	1	1	2	27
33.9	GB	5	1	2	5	2	18
15.55	US	4	3	3	4	2	23
40.3	GB	3	3	3	4	3	45
38.25	GB	1	4	1	4	3	50
20.95	SG	5	5	3	1	1	15
28.95	ZA	3	5	1	3	3	24
28.85	US	5	5	1	3	2	21
31.5	DE	4	5	2	3	2	15
-10.85	PH	5	3	5	5	2	16
42.3	US	1	1	1	4	4	62
30.25	US	3	4	3	3	3	25
31.25	US	4	5	5	5	1	15
36.9	GB	5	1	2	3	2	50
20.25	PL	3	1	4	3	4	25
16.55	NZ	1	5	3	1	2	17
42.3	US	3	3	2	2	4	42
37.6	GB	4	2	4	2	2	46
19.6	ID	4	4	1	2	4	45
32.9	US	5	1	1	2	4	76
32.55	US	4	4	1	4	2	54
24.8	US	3	5	2	2	2	18
36.9	US	2	1	1	3	3	62
27.6	IL	2	1	3	2	1	17
39.3	GB	5	5	4	3	3	38
32.95	US	2	1	2	4	2	40
37.3	CA	3	1	3	4	4	27
19.15	US	1	3	2	1	3	41
34.55	SE	3	1	2	5	3	32
29.2	US	5	1	5	5	2	26
37	BB	2	1	3	4	3	29
37.3	US	2	1	2	4	4	32
39.6	US	2	1	2	5	3	28
35.95	IT	5	1	4	5	4	36
38.25	US	3	1	3	5	2	48
24.6	CA	5	1	4	5	3	20
36.65	US	2	3	2	3	2	19
37.95	US	3	1	2	5	3	35
35.6	US	5	2	2	4	3	22
39.95	US	4	1	3	4	3	32
24.85	US	3	4	4	4	2	20
39.6	US	1	1	2	2	3	36
26.95	NO	5	1	2	3	3	25
37.6	US	4	1	4	4	3	35
38.65	US	4	1	3	3	3	35
35.95	US	0	0	0	0	3	27
42	US	4	1	2	4	2	31
39.95	GB	4	1	3	3	4	23
31.25	US	4	1	4	4	3	26
36.6	US	3	5	2	5	3	24
39.95	US	3	2	3	4	4	33
38.95	AT	3	1	5	5	4	42
40.95	US	2	4	1	5	3	34
39.6	US	3	1	2	5	3	24
43.65	US	2	1	2	4	2	34
34.9	CA	3	1	1	5	4	28
33.55	CA	2	1	1	4	3	48
45	US	3	1	2	4	3	27
38.25	GB	1	1	1	5	3	24
25.55	CA	4	4	4	4	3	25
43.65	US	3	1	1	4	3	46
37.95	IE	1	1	2	5	4	28
35.55	US	3	1	3	4	3	24
42.65	US	2	2	1	4	4	37
35.95	US	5	1	1	3	3	32
39.95	US	3	1	2	4	4	37
42.3	US	4	1	1	4	4	28
36.95	US	5	4	2	5	3	28
36.3	US	1	1	3	4	4	33
38.6	US	3	3	4	5	3	33
32.9	US	1	1	1	4	3	24
39.6	MU	3	4	2	1	4	27
41.3	US	3	1	3	5	2	31
31.6	US	2	1	2	3	3	31
33.6	US	2	1	2	2	2	21
38.25	US	4	1	4	5	4	45
29.2	US	3	4	3	4	3	27
43	US	2	1	4	5	2	31
36.95	CA	4	1	2	5	2	42
40.65	NZ	3	1	3	3	4	30
34.3	RU	3	3	3	3	3	25
39.3	SG	3	1	1	5	4	31
37	US	3	1	3	5	3	31
18	CA	4	4	4	5	3	22
37.95	GB	2	2	2	5	3	26
24.15	US	1	1	3	4	2	16
37.6	US	3	3	1	5	3	50
26.2	GB	3	1	3	4	2	19
36.25	US	4	1	2	5	3	31
37.65	SG	4	1	2	4	3	24
30.6	CA	4	5	5	2	3	20
27.85	US	5	5	1	5	3	22
22.5	SE	4	1	4	5	3	23
40.95	CA	2	1	2	2	4	31
39	CA	4	1	3	3	2	32
41.65	US	4	4	2	3	3	25
21.6	US	2	2	3	4	3	29
35.6	US	3	4	2	4	3	24
38	US	4	3	4	3	2	21
33.3	MY	2	4	4	3	3	31
39.95	US	1	1	1	4	3	50
45	US	2	2	2	4	4	26
11.5	AE	5	5	3	1	3	24
43.65	US	4	1	1	3	3	40
34.65	US	1	1	3	4	3	26
20.45	UY	1	5	1	4	3	59
37.65	US	1	4	2	3	4	46
12.55	US	1	5	4	3	2	16
42.3	US	2	1	1	5	3	30
29.6	US	1	5	1	5	2	34
30.25	US	3	1	2	4	3	26
38.6	US	4	3	2	5	3	24
38.95	US	3	1	3	4	3	19
31.2	US	5	4	2	4	3	39
30.2	US	2	3	4	4	2	18
43.65	US	1	2	1	5	4	44
33.25	US	4	2	2	2	2	18
45	US	2	1	1	4	3	42
37.6	AU	4	1	3	4	3	39
14.55	ID	4	5	3	2	2	20
42.3	US	2	4	3	4	4	33
29.9	US	5	1	1	5	3	36
39.3	US	1	0	0	0	3	25
39.6	CA	3	1	1	4	3	54
39.6	US	4	1	4	5	3	24
29.85	US	3	5	2	3	2	46
43.65	US	3	4	2	3	3	26
42.3	AU	4	1	3	4	4	63
34.2	GB	2	2	3	5	3	28
35.6	TW	3	3	2	4	4	29
45	GB	4	1	2	4	4	38
41.65	FR	3	1	2	5	3	23
42.3	GB	2	1	2	4	1	16
38.25	US	2	4	3	4	3	29
23.75	US	5	5	4	2	2	41
34.2	US	1	4	1	4	2	35
38.25	CH	3	3	4	3	3	55
30.5	US	2	2	2	4	2	17
43.65	GB	2	1	3	5	4	31
28.9	US	4	1	3	4	2	37
35.6	US	3	2	2	2	3	30
35.9	US	3	1	3	4	3	24
42.3	US	5	1	3	5	4	33
21.45	US	3	4	1	5	2	39
36.3	US	4	1	5	4	2	27
13.95	US	2	3	3	3	1	16
37.3	GB	4	2	2	4	3	44
39.3	US	4	1	3	4	3	45
38.6	GB	5	1	2	3	3	64
28.9	IT	1	4	5	4	4	29
41.3	US	4	3	1	5	4	48
38.95	US	3	2	2	4	3	40
35.55	US	3	3	3	1	3	27
42	US	2	1	4	2	3	36
31.65	CA	3	1	2	5	3	24
36.25	US	2	1	2	5	3	23
36.6	US	5	1	3	5	3	35
31.55	PL	2	1	2	3	4	28
19.15	MX	2	4	2	2	3	24
21.65	ZA	4	1	2	3	1	24
33.2	US	2	4	2	4	2	18
32.95	US	3	4	3	5	2	21
42	US	2	3	2	4	3	36
20.65	DK	3	3	2	5	3	28
40.65	US	5	2	3	4	2	29
42.3	US	2	2	3	2	3	33
28.6	US	2	1	2	4	3	45
37.6	US	3	1	2	4	3	25
41.3	US	3	3	1	1	4	42
26.3	US	0	0	0	0	2	52
-15.75	US	0	0	0	0	4	21
7.8	LK	5	2	3	2	2	26
42.3	IN	2	2	1	2	3	22
26.8	CA	1	3	1	3	2	22
28.55	KR	3	1	2	5	1	16
30.15	PH	1	2	4	5	2	18
21.2	VE	4	1	2	1	2	24
37.3	US	3	1	1	4	3	60
34.25	ES	4	2	2	4	2	22
13.5	GT	1	4	2	4	2	18
28.6	SE	2	1	1	4	3	29
13.65	ES	4	2	3	3	2	19
31.25	US	4	3	1	3	4	40
40.3	CA	3	2	3	4	3	33
34.95	US	1	1	1	5	3	19
18.85	DE	2	4	4	4	3	26
42.3	US	1	2	1	3	3	65
12.65	US	3	2	4	2	1	18
23.3	AU	2	4	2	2	2	16
35.55	US	5	5	1	5	3	58
8.55	PH	3	3	3	3	4	29
43.65	US	1	4	1	3	3	54
43.65	US	3	2	5	3	4	32
40.95	US	1	1	1	3	3	19
28.85	AU	1	1	3	4	3	19
32	DK	1	1	2	2	3	33
24.45	CA	1	1	1	4	3	37
24.75	IN	4	2	4	5	4	25
37.6	US	4	1	2	2	3	25
35.65	BE	3	1	3	5	2	25
27.85	US	3	1	1	5	2	34
45	US	2	1	1	4	3	70
39.6	SE	3	1	1	5	3	53
42.3	US	1	5	1	3	2	18
28.95	NZ	4	4	4	3	3	32
26.1	KR	3	2	1	4	3	23
16.65	ZA	4	2	2	2	3	33
31.85	US	5	2	2	5	3	38
42.3	AU	1	1	1	4	3	22
29.9	AU	2	2	2	3	3	26
16.35	LK	0	0	0	0	4	30
36.6	AU	1	3	2	2	2	19
39.3	US	4	3	4	4	4	67
22.95	IE	5	1	4	3	2	18
32.85	IN	1	2	1	3	4	30
40.95	US	1	1	1	4	3	88
39.6	US	4	3	1	3	4	64
26.85	GB	3	5	4	4	1	14
22.05	AP	5	5	4	5	2	19
35	US	4	1	4	2	2	26
31.65	US	3	1	2	4	2	22
33.6	NL	1	3	1	3	3	53
42.3	US	4	1	4	4	4	53
38.3	IN	3	2	5	3	4	20
32.9	EU	3	1	2	3	2	62
40.95	GB	3	5	5	4	3	35
35.6	AU	3	3	3	4	3	41
31.25	AU	1	3	5	4	4	29
43.65	US	3	1	3	5	3	74
24.85	US	5	5	4	5	2	43
40.65	IN	4	4	2	4	3	21
41.3	IN	1	3	1	4	4	52
45	GB	3	1	2	4	4	27
38.65	GB	3	2	2	4	2	47
32.85	IN	4	2	2	3	2	21
21.95	MX	3	5	4	5	3	35
35.9	US	3	2	4	4	3	31
14.15	PK	1	3	4	1	4	26
39.65	US	4	1	3	0	1	16
45	GB	5	1	4	5	2	42
30.15	US	1	1	1	4	3	75
28.5	CA	4	2	2	3	3	27
43.65	US	2	1	4	5	2	23
37.6	US	5	1	1	1	4	39
35.9	US	2	1	3	5	3	65
31.85	GB	4	1	2	4	2	17
42.3	AU	3	3	2	4	2	59
35.9	US	3	5	1	2	3	54
30.15	US	4	1	1	3	2	48
34.3	LA	3	1	4	5	2	24
22.25	EU	2	2	2	2	4	24
32.85	GB	2	3	2	4	2	59
45	US	5	1	2	3	2	26
25.15	BE	4	4	3	1	4	35
28.8	SK	1	1	1	4	4	32
16.2	US	2	2	1	1	3	37
35.25	IE	1	3	1	3	3	49
34.25	AU	3	1	1	5	3	39
16.25	US	2	1	4	1	3	21
34.2	US	1	1	5	1	4	92
41.3	ID	3	1	4	4	4	37
22.25	US	2	3	4	3	1	16
36.6	US	4	1	1	4	3	45
24.2	CA	3	3	4	4	1	23
25.95	BE	1	1	2	3	3	24
35.55	GB	4	4	3	5	4	29
30.85	MX	4	1	1	1	3	24
22.6	GR	1	5	2	5	2	25
36.9	US	3	3	2	2	3	41
37.6	CA	1	2	2	5	4	29
24.1	US	3	0	3	5	2	25
37.95	CA	1	1	2	4	3	28
26.1	SE	2	1	3	3	3	44
26.95	NL	2	4	4	2	2	27
20.5	CZ	4	5	2	2	4	30
40.95	US	2	4	4	1	2	20
31.9	US	1	1	2	2	2	23
34.6	GB	5	1	1	1	3	22
38.25	US	5	1	1	5	1	16
40.95	US	5	2	2	2	3	24
41.65	NL	2	3	1	4	3	57
19.35	KR	2	4	2	2	3	23
28.9	US	2	2	4	5	1	16
40.65	CA	2	2	1	3	4	35
21.55	US	1	5	2	5	3	31
22.75	US	5	5	2	1	2	21
16.95	IN	3	5	2	3	2	20
10.95	IT	2	2	3	1	3	29
19.95	DE	2	1	4	1	3	20
39.6	GB	4	1	3	4	4	30
22.05	GB	3	1	4	5	2	19
18	US	0	0	3	4	0	16
41.65	US	2	1	1	1	4	49
31.25	US	3	4	1	2	3	46
27.5	US	3	1	2	2	3	18
39.6	US	3	1	3	5	3	59
23.95	US	4	3	2	1	4	29
38.6	US	4	1	2	3	2	32
34.65	US	2	2	4	5	2	21
18.05	US	3	3	2	3	3	27
26.8	US	2	1	2	4	3	21
32.3	MY	2	1	3	2	3	29
31.95	CZ	2	1	2	5	2	22
37.95	US	4	4	4	4	2	21
27.55	AU	3	5	4	3	2	56
31.85	US	4	3	2	2	2	60
39.6	US	3	4	4	4	3	31
40	US	3	0	2	5	2	18
19.5	US	5	5	5	1	1	13
45	US	1	1	1	5	3	21
16.95	FI	3	4	3	3	3	26
42	IN	1	3	1	3	3	29
31.5	US	1	3	2	4	2	58
36.6	MN	1	1	2	4	4	60
37.25	GB	2	2	2	3	2	18
10.95	SG	3	5	5	1	2	18
18.5	DE	4	4	2	3	2	20
16.95	IN	4	2	2	3	3	26
19.8	CA	3	2	3	5	2	20
18.55	RU	4	4	4	3	3	48
24.75	NG	3	4	4	2	2	20
18	PL	2	1	4	5	2	19
3.6	IN	3	3	3	1	4	20
13	GB	3	5	3	0	0	13
45	PG	1	2	1	3	4	70
39.95	US	1	1	1	5	2	65
31.55	US	4	1	1	2	3	39
25.45	US	4	5	2	1	3	41
31.6	CA	2	1	1	1	2	48
42.65	US	2	2	5	4	4	31
15.25	DE	1	2	4	5	2	17
34.95	IT	3	1	1	1	4	30
40.95	US	3	1	4	5	3	46
34.9	US	4	4	2	1	3	46
17.95	GB	3	4	2	4	2	18
22.2	ZA	5	3	1	2	3	23
37.95	US	2	2	1	4	4	43
12.4	RU	1	5	2	1	3	24
37.95	US	2	4	2	5	3	36
34.55	US	2	4	1	4	3	43
35.6	US	4	4	1	1	3	19
31.95	US	2	1	1	3	2	19
15.4	US	2	5	5	5	1	16
34.2	US	4	5	2	1	4	20
28.9	US	4	1	4	4	1	15
39.65	US	1	1	1	5	3	20
34.95	CA	4	1	4	2	2	19
35.9	US	4	3	2	4	4	38
24.25	NZ	4	3	1	3	3	40
35.9	US	0	0	0	0	2	20
36.6	KR	2	2	4	5	3	27
31.25	ID	2	4	2	1	1	16
42.65	AU	2	4	4	4	3	27
23.25	US	4	1	4	2	1	16
35.6	GB	2	1	2	3	3	28
14	DE	5	1	1	4	2	19
23.45	US	3	4	4	3	1	24
37.25	US	1	3	4	4	3	30
37.6	GB	3	1	3	3	2	30
44	US	3	1	3	4	4	50
34.95	AU	3	4	2	2	1	15
32.9	US	1	1	2	3	2	20
33.6	US	3	1	2	2	3	30
33.25	US	2	1	1	4	3	65
37.25	GB	2	1	1	3	3	49
22.55	FR	5	4	5	5	2	19
24.1	AU	2	1	2	1	3	50
26.25	ES	1	1	2	5	1	15
35.55	US	4	1	4	4	3	26
29.3	US	1	3	1	4	2	44
23.9	US	1	1	3	5	3	32
42.3	US	5	1	4	1	2	25
32.55	US	4	5	5	1	3	21
33.55	CA	2	5	3	5	2	23
32.85	JM	5	1	1	1	2	18
42.3	US	2	1	1	2	2	20
29.3	US	1	4	4	5	4	42
36.3	PH	4	4	5	4	3	20
24.15	US	3	5	4	5	2	17
38.25	US	4	4	3	1	4	26
33.25	US	5	1	1	3	2	44
39.6	US	4	4	2	2	4	28
19.6	US	5	4	4	4	1	13
36.6	IE	1	1	4	5	3	37
20.7	GB	4	4	4	4	3	26
22.5	US	1	5	1	1	4	56
40.95	US	4	4	2	4	2	53
29.6	US	5	1	3	4	2	20
39.95	US	4	1	3	3	2	43
28.2	CO	2	4	2	1	2	22
14.05	FR	5	5	1	4	2	49
21.15	GB	4	1	3	5	2	19
22.6	US	3	3	3	4	2	23
18.25	PL	1	4	1	1	4	51
36.95	GB	2	3	5	3	4	51
43.65	GB	2	4	2	4	2	57
43.65	US	2	4	1	3	3	63
33.3	US	3	2	3	3	1	17
29.6	US	3	1	2	4	2	20
15.3	HR	4	5	3	4	2	20
28.25	IT	3	2	2	4	3	22
28.9	US	2	2	3	4	2	25
21.75	US	3	1	5	5	3	22
43.65	US	2	4	1	2	4	54
10.65	US	2	5	2	3	2	27
40.95	US	3	2	1	5	4	38
40.95	US	1	1	1	4	3	61
32.9	US	2	1	2	4	3	57
34.65	US	3	1	2	4	4	46
22.4	US	5	1	4	2	4	58
33.2	US	3	2	3	4	3	23
34.25	US	2	1	3	4	3	33
21.95	AU	2	5	2	4	2	18
18.9	IN	1	2	2	2	4	23
31.95	GB	1	1	2	4	2	37
35.6	US	1	1	3	5	4	37
42.65	AU	2	4	2	3	4	30
33	GB	4	4	4	3	2	19
26.5	US	4	4	4	4	4	52
33.25	EE	4	2	3	1	3	32
38.65	US	5	4	4	4	2	23
44	US	4	1	1	2	3	24
33.6	US	4	3	3	4	2	30
39	US	4	1	2	5	2	22
26.9	US	3	2	2	4	1	15
13.85	DE	3	1	2	2	2	18
23.5	GB	3	3	2	4	2	23
29.95	PH	4	4	4	4	3	24
42.3	GB	4	1	1	2	3	58
39.3	GB	2	1	4	2	2	18
40.65	US	4	2	2	3	2	18
32.85	AU	2	5	2	5	3	23
24.85	CA	2	3	4	4	2	21
33.25	FR	2	4	2	1	4	21
31.3	US	3	3	2	3	2	54
34.95	IN	2	3	4	4	4	34
28.25	IN	4	4	2	3	4	23
18.4	US	1	3	3	4	1	16
35.95	US	3	4	1	4	2	35
34.25	US	2	2	3	2	3	23
12.6	US	4	2	3	2	1	16
30.15	SE	1	1	2	5	2	29
26.9	US	1	5	2	3	1	16
24.6	US	2	5	4	4	1	14
45	US	2	5	2	2	3	23
19.6	US	3	4	1	5	2	19
