score_full	country	S2	S5	S26	S27	education	age
42.3	US	4	3	3	1	4	33
16.25	US	4	5	2	3	3	27
40.95	SE	1	1	4	5	1	29
36.9	US	5	4	3	4	3	27
19.9	AU	2	4	2	3	1	16
34.65	US	4	1	2	5	2	24
28.55	FI	3	2	3	3	3	26
26.65	US	3	3	3	3	3	21
31.85	PL	1	1	2	4	3	37
38.95	US	3	1	1	4	3	69
39.95	GB	3	1	2	4	2	48
32.95	US	5	4	2	1	4	34
18.55	RO	4	2	4	5	3	21
34.2	US	4	1	2	5	3	56
33.9	US	3	4	2	5	4	64
20.15	CA	3	5	4	5	2	22
22.95	US	4	4	1	4	2	22
35.25	US	4	4	2	4	4	38
33.3	US	2	4	2	2	2	20
38.6	GB	3	2	5	5	2	17
34.2	ZA	2	1	1	4	3	27
23.4	US	1	4	3	2	2	18
42.3	US	4	4	1	1	4	35
19.25	HR	4	4	3	4	3	24
14.35	RO	2	5	4	4	1	17
39.3	SG	1	3	2	2	4	34
11.45	MY	3	1	1	1	1	15
34.65	US	1	5	4	2	2	19
22.25	FI	4	1	2	4	1	16
26.55	GR	4	3	2	4	2	18
22.9	FI	5	5	1	5	2	32
27.25	CA	4	3	2	4	2	23
38.6	US	2	2	1	3	4	62
24.65	CA	3	2	2	4	4	53
12.85	US	3	5	4	3	1	15
39.95	CA	1	4	1	2	3	33
37.6	US	4	1	2	2	3	23
38.6	US	4	1	3	4	3	35
35.55	US	3	4	4	4	2	27
24.55	CA	2	1	2	5	2	19
32.2	GR	5	1	1	5	3	21
16.6	IN	2	5	1	1	3	33
22.2	FR	4	1	4	2	3	24
39.6	US	1	3	1	1	3	66
35.6	GB	4	1	4	5	2	21
35.6	CA	1	1	3	3	4	50
12.95	MX	3	3	4	5	4	26
22.8	NZ	1	1	1	4	2	44
28.6	PR	1	5	3	5	3	27
31.85	PK	5	1	1	4	2	18
18.8	US	1	5	1	5	3	45
34.6	US	1	1	3	3	4	24
40.3	US	5	4	4	4	3	46
23.6	RU	5	3	1	4	3	26
30.2	CA	1	1	1	5	2	69
42.65	US	1	5	2	3	4	44
29.9	CA	5	4	4	5	2	21
16.8	IN	5	5	5	5	2	30
40.3	GB	4	1	3	3	3	64
35.9	GB	3	1	2	5	3	31
41.65	EU	2	4	2	4	4	54
24.75	US	4	5	1	3	2	25
32.3	DE	3	1	4	3	2	20
32.2	GB	5	0	4	4	3	38
34.25	AU	3	1	1	1	3	24
43.65	GB	1	1	2	2	4	60
32.6	GB	1	4	2	5	2	34
19.95	LK	2	4	0	5	2	17
18.7	US	2	3	1	3	2	25
30.65	US	5	1	4	3	3	41
32.95	US	4	4	1	4	2	58
37.95	US	3	5	2	5	2	18
26.95	DE	2	2	2	4	2	22
41.3	US	4	2	1	5	4	35
42.3	GB	3	1	3	3	4	55
29.15	GB	2	1	1	3	4	29
16.15	US	1	4	3	4	2	21
18.55	US	4	1	5	2	2	21
37.65	CA	2	2	2	3	4	28
32.3	US	1	5	1	4	2	51
33.65	GB	4	4	2	5	2	28
36.25	US	5	1	1	4	3	44
17.4	AU	3	1	2	1	2	17
37.95	US	4	1	2	4	3	44
32.55	GB	5	1	1	5	3	26
26.9	US	4	2	3	4	2	26
35.6	US	2	2	2	5	1	48
39.6	US	3	1	1	5	2	33
34.6	US	1	1	2	4	3	39
42	US	2	0	0	0	3	60
29.85	CA	4	5	2	3	1	36
11.1	PH	3	4	2	1	4	20
24.15	US	3	4	3	4	2	24
30.15	US	4	1	3	4	3	26
35.95	US	0	0	0	0	2	19
28.15	US	1	1	5	3	2	25
44	GB	2	5	2	4	2	49
29.15	ZA	5	1	2	3	3	27
13.8	GB	2	4	2	2	3	19
35.9	US	4	1	2	5	3	47
37.65	US	4	2	2	4	2	36
38.95	CA	1	5	5	2	3	28
21.95	RU	4	1	4	2	2	25
32.55	US	4	2	5	4	2	65
30.25	BG	2	4	4	5	3	24
30	US	2	5	4	4	3	35
33.25	US	4	4	3	4	3	23
30.95	AU	2	4	2	2	2	35
16.35	US	5	3	2	3	2	21
39.95	US	1	1	4	5	3	32
28.15	IN	4	1	4	2	2	23
31.5	US	5	1	5	5	2	28
33.2	US	5	5	1	3	3	28
45	US	4	2	3	2	4	29
40.95	US	2	2	1	3	3	48
36.95	US	4	4	2	4	3	22
43.65	US	4	1	0	5	4	66
37.65	US	4	5	4	3	4	73
22.55	DE	5	4	5	4	1	18
36.95	US	2	1	1	2	3	50
36.9	US	3	4	1	4	4	34
29.15	US	1	3	1	1	3	63
28.85	US	2	3	2	4	4	24
33.25	US	1	1	2	5	3	23
38.65	US	2	3	1	5	3	23
22.25	IT	4	2	3	4	2	22
38.65	AU	4	1	3	4	2	55
15.95	GH	3	1	3	1	1	13
13.3	PL	5	1	5	5	3	36
16.45	None	5	5	4	3	2	18
38.6	US	3	1	4	3	2	61
45	US	3	3	1	4	4	39
40.65	US	2	1	1	3	4	32
24.45	US	2	5	2	3	3	24
42	US	3	2	2	4	3	29
32.2	US	2	1	1	4	3	42
13.85	BR	5	5	2	5	1	14
35.9	US	1	1	1	4	4	62
30.85	US	1	1	1	4	4	67
36.6	NL	4	1	3	3	2	53
19.05	US	2	5	3	1	2	25
39.6	US	4	5	2	5	3	28
-15.75	IN	5	1	1	1	2	18
35.3	US	5	2	1	4	2	33
18.3	AP	2	2	1	2	2	20
31.55	US	1	2	2	5	3	32
41	LA	2	1	4	4	3	44
33.25	GB	2	4	3	5	2	46
28.5	US	1	5	1	1	3	77
17.2	CH	1	4	2	3	3	29
13.55	AT	4	4	3	3	2	22
39.6	US	2	1	1	5	3	20
40.65	US	5	2	5	4	1	16
23.9	US	3	5	5	5	1	37
43.65	US	3	5	2	4	3	58
24.75	US	2	4	1	5	1	15
25.45	HK	5	1	3	5	4	29
23.4	GB	2	3	5	4	4	34
24.45	US	5	4	3	4	2	39
29.95	AT	4	2	3	4	2	22
24.75	IT	5	1	1	5	2	20
13.75	IN	3	2	3	4	3	20
17.55	IL	3	3	3	3	1	24
43.65	US	2	4	3	4	2	20
-0.5	IT	5	0	3	3	1	14
24.9	CA	1	2	2	4	2	19
33.9	US	1	4	2	4	2	20
28.55	US	3	2	3	4	2	46
38.95	US	1	3	1	5	3	39
34.65	AU	4	1	4	4	2	21
23.85	AU	3	2	2	1	2	38
28.15	AU	4	4	4	4	2	18
17.85	RU	5	4	1	5	2	17
35.65	US	4	1	2	4	4	42
43.65	US	1	4	3	4	3	25
38.25	SE	1	3	1	3	2	68
37.65	CA	1	1	2	3	3	55
36.9	US	1	5	2	2	3	47
33.95	NZ	2	1	3	3	3	20
45	US	2	4	1	4	4	29
27.95	US	4	5	4	4	3	20
41.3	NZ	1	1	2	5	3	59
35.3	AU	2	3	3	3	4	61
24.55	NL	3	1	3	3	2	19
26.1	CA	5	5	1	5	3	47
39.95	US	3	2	2	5	3	31
24.25	US	3	1	2	5	4	34
19.6	ES	2	3	3	3	2	18
43.65	GB	2	1	1	4	3	55
38.6	US	4	1	1	1	3	54
16.6	US	4	4	4	5	2	16
22.1	US	5	5	3	3	2	30
33	GB	5	3	3	4	2	25
39.3	IE	4	2	5	2	2	55
31.95	US	2	1	2	3	3	24
38.3	AP	3	2	5	4	2	17
35.25	US	1	4	3	5	3	21
17.25	MX	3	2	3	3	2	16
38.95	CA	4	1	4	3	2	30
31.9	US	4	5	5	3	2	22
22.9	US	1	4	1	2	4	30
30.85	US	4	4	4	4	2	28
39.6	AU	1	4	2	1	2	52
14.55	US	2	3	4	3	1	16
31.2	US	5	4	3	4	3	58
20.45	US	4	1	3	3	3	23
34.6	US	1	4	2	2	3	22
38.6	US	2	2	4	1	3	65
34.25	None	1	1	2	5	4	64
36.65	GB	1	1	1	2	4	47
30.25	AU	1	5	2	4	2	45
21.95	NL	5	1	3	4	2	37
28.3	GR	1	5	2	3	3	50
21.4	US	5	5	2	2	2	24
21.6	RS	1	4	2	4	2	21
36.65	US	4	3	2	4	2	46
35.55	AU	1	2	1	4	2	68
37.95	GB	2	2	5	1	4	46
29.3	AU	4	3	1	5	2	23
16.9	US	2	4	2	3	1	17
35.6	GB	3	3	3	4	2	62
14.6	RO	2	4	3	4	2	20
8.95	US	5	5	5	3	2	18
28.25	US	3	4	1	4	3	21
24.15	PL	3	2	3	4	3	22
20.9	US	4	4	4	3	1	14
25.45	US	3	3	3	3	2	18
17.55	AP	5	1	2	1	2	22
18.95	MY	2	5	2	2	3	22
43.65	US	3	4	2	3	3	57
33.25	DE	2	1	5	1	4	30
36.25	US	1	5	1	1	4	60
33.55	US	1	5	1	1	3	57
30.55	US	3	3	5	4	2	63
30.15	NZ	1	5	2	4	2	48
16.65	US	3	5	5	5	2	20
15.3	US	2	3	3	1	2	18
15.95	AE	4	2	3	2	2	18
37.6	US	1	2	5	4	3	20
31.95	BR	2	0	5	5	2	18
27.5	CA	4	5	2	4	2	18
36	US	5	4	5	5	2	19
14.1	CA	2	5	2	5	2	18
42.3	US	2	4	2	2	3	50
18.1	CA	4	1	2	3	1	14
39.6	US	5	4	2	1	3	28
7.75	RO	2	3	4	3	2	19
32.25	US	2	1	2	2	3	52
38	US	2	2	2	4	4	40
42.3	US	1	5	1	1	4	60
34.95	US	4	3	2	5	3	33
42.3	US	2	1	2	5	2	44
13.9	DE	2	3	2	4	3	21
31.55	US	5	2	2	1	1	17
32.85	US	2	1	2	4	3	25
39.65	ZA	5	4	2	5	4	25
16.6	US	5	1	2	3	2	19
32.2	CH	2	4	4	4	2	19
30.85	US	2	5	1	5	3	23
37.95	US	4	1	2	4	3	22
27.8	CH	2	4	2	3	4	24
41.3	US	3	1	2	4	3	22
44	CA	4	4	2	4	4	37
21.8	US	3	3	1	3	4	25
45	US	4	4	3	5	4	85
39.6	US	3	1	3	2	4	69
28.25	US	4	2	1	2	3	25
22.3	RO	1	5	2	3	3	21
36.9	US	3	1	3	4	4	77
31.85	US	2	4	2	4	3	27
41.3	US	4	1	2	4	4	57
28.9	RS	4	5	2	4	3	25
15.55	MY	2	3	2	2	3	33
16.3	AP	3	3	5	3	4	30
8.2	IN	2	4	3	4	2	19
23.45	US	3	1	1	5	3	31
-15.75	NO	4	2	2	4	4	28
17.95	MY	2	3	3	1	2	20
25.3	US	4	4	2	4	1	15
38.25	NL	4	2	3	4	1	15
17.45	SE	4	1	3	1	2	33
24.9	US	5	4	3	5	2	18
28.15	CA	3	1	3	2	3	22
38.95	US	4	2	2	4	3	50
27.45	ZA	5	5	5	4	3	46
40.65	US	1	5	1	3	4	68
30.15	CA	1	5	5	5	3	39
39.3	US	1	4	1	2	4	57
40.95	IE	1	1	2	5	3	62
23.4	US	1	1	2	2	2	49
38.25	CA	3	2	1	4	4	35
16.9	ID	5	5	5	1	2	18
37.6	US	4	5	5	3	2	40
22.9	CA	2	5	1	4	1	18
44	GB	3	1	1	5	2	31
37.6	CH	3	1	1	5	4	50
35.9	US	1	3	1	4	4	75
18.45	SK	2	4	5	1	2	20
39.6	CA	3	2	2	2	3	54
37.95	CA	1	3	1	1	2	60
11.95	US	5	1	1	1	4	34
22.45	US	4	2	1	5	3	26
35.9	NZ	2	4	1	1	2	55
39.95	US	3	2	2	5	2	21
36.6	US	3	5	1	5	2	50
40.95	NZ	1	3	1	4	2	57
26.25	US	2	5	2	5	2	23
33.95	US	1	1	1	5	1	37
34.3	BG	2	4	2	2	2	19
38.25	US	5	3	1	2	2	39
33.25	US	3	1	3	4	2	55
38.65	EU	2	2	2	5	4	43
43.65	US	2	1	4	5	2	38
30.55	CA	1	1	2	1	3	22
38.95	US	3	2	3	4	3	25
40.3	US	5	1	2	3	4	25
29.25	GB	5	1	1	3	2	42
39.6	US	3	1	2	2	2	54
27.9	US	5	4	4	4	3	30
36.95	US	3	2	1	4	3	52
45	US	2	4	1	2	4	63
28.55	US	2	1	3	1	3	48
33.95	US	2	2	2	4	3	39
35.55	US	4	4	3	3	3	40
40.65	US	3	4	3	2	2	22
36.3	US	2	1	1	1	4	45
38.3	US	4	4	3	5	4	47
24.45	US	4	4	2	4	2	21
18.6	US	3	1	2	1	3	29
40.95	US	2	4	1	5	4	36
39.6	US	3	2	2	4	2	18
32.25	US	3	5	1	2	1	17
36.9	AU	2	5	1	1	3	22
27.2	IN	2	5	2	1	3	26
18.05	DE	4	3	4	4	4	36
43.65	US	1	1	2	4	3	62
26.15	GB	4	5	1	1	2	39
24.45	US	4	2	2	4	3	20
40.3	US	4	1	2	4	4	45
42	US	1	4	2	2	4	75
40.3	CA	1	3	1	5	3	54
39.65	US	2	3	1	2	3	42
23.45	US	2	5	4	5	2	20
25.55	US	2	4	2	4	1	17
39.3	US	4	1	3	5	3	21
20.85	CA	5	1	4	3	1	19
25.8	JP	2	1	2	2	3	26
30.55	US	1	4	4	5	3	20
40.95	US	5	1	1	3	3	54
25.95	US	4	1	2	1	1	15
23.4	US	3	3	2	3	4	28
31.95	ZM	3	1	1	2	3	30
38.65	CA	4	1	4	5	3	50
17.9	DE	5	1	4	1	2	18
19.35	CA	2	1	4	3	2	21
14.1	GE	5	4	3	3	3	36
15.3	US	2	4	2	4	1	16
41.65	US	4	1	2	4	3	24
27.8	US	1	1	4	5	4	62
26.1	US	2	4	2	4	2	20
17.45	GB	4	1	4	1	2	17
15.55	US	0	0	0	0	1	13
10.55	PH	4	5	3	3	2	18
31.55	US	4	4	4	4	2	18
13.9	US	2	5	4	3	1	16
13.85	IN	2	5	4	3	3	18
31.65	US	4	4	4	4	1	16
27.2	US	4	1	2	2	3	23
23.4	JP	4	3	4	4	2	19
26.85	AU	2	1	3	1	3	46
32.2	US	1	1	1	3	3	38
37.95	GB	5	1	2	1	1	57
10.65	AE	2	1	4	2	2	30
23.55	IT	2	4	1	2	3	29
31.2	US	2	1	4	5	2	22
32.9	US	5	1	4	4	4	26
35.95	US	4	3	1	3	4	46
28.3	GB	3	4	3	1	2	21
45	US	3	1	2	5	2	25
38.6	US	3	3	2	1	3	47
20.6	GB	4	1	4	3	2	17
15.55	PL	3	2	4	3	3	20
13.9	ID	4	3	3	3	2	20
42.65	PT	5	1	3	4	3	27
25.5	US	3	4	3	2	2	50
8.95	RS	3	3	4	3	1	17
36.6	US	4	1	2	3	3	53
35.55	CA	1	3	3	5	2	44
37	NO	4	2	4	4	3	26
17.45	SK	1	3	3	5	2	19
32.9	US	2	1	2	3	2	47
21.9	NG	3	5	3	2	4	31
28.55	ZA	4	2	4	3	3	21
30.9	AU	3	4	3	3	2	48
39.6	GB	1	5	2	5	4	65
26.25	EE	3	1	2	1	2	29
42.3	JP	1	1	1	5	4	70
34.25	US	2	3	2	3	1	16
34.9	US	4	3	4	4	2	27
23.5	US	4	1	3	4	3	35
36.25	US	2	3	4	2	2	21
34.3	US	3	1	1	3	3	41
38.6	US	3	2	3	5	3	58
20.4	US	1	3	1	3	2	21
27.45	US	3	1	3	3	3	17
32.85	GB	4	3	2	3	2	17
25.5	US	2	4	2	3	2	18
32.95	US	2	5	2	3	2	20
29.95	US	2	2	2	4	4	46
37.95	AU	1	4	4	1	4	25
35.3	HU	3	1	4	2	3	42
13.3	NG	1	4	4	2	4	30
35.25	CA	5	1	5	5	2	18
18.4	GB	5	4	4	2	2	21
41.3	US	3	2	1	5	3	34
41.65	US	3	1	1	5	3	26
38.3	CA	3	3	3	3	3	24
38.6	US	1	1	2	4	2	35
45	US	1	1	2	5	3	28
42.3	US	2	5	1	5	1	14
28.85	HK	4	3	2	5	1	16
26.5	US	1	0	1	4	4	40
21.4	PK	1	1	1	1	3	28
23.3	US	2	4	3	5	2	23
42.65	US	4	1	3	4	3	23
38.65	US	4	5	3	4	3	42
27.8	US	1	4	1	1	3	41
22.45	KZ	4	3	1	4	4	33
45	US	3	3	3	5	3	27
31.5	US	2	1	3	1	2	21
28.65	GB	5	3	3	4	2	30
37.25	US	1	2	2	4	4	28
42.3	US	1	1	1	3	3	37
45	US	2	3	2	4	4	23
36.6	US	1	2	4	5	2	19
31.2	US	4	4	4	4	2	17
38.6	CA	4	2	2	5	1	14
30.95	CA	3	1	1	3	4	46
33.65	US	4	3	2	5	3	25
22.45	DE	4	4	2	2	2	22
35.6	US	1	4	3	4	3	30
21.9	JP	3	1	2	1	3	22
19.9	CH	4	5	2	2	2	19
28.25	CA	3	4	2	2	2	20
24.55	US	1	5	1	5	2	18
34.55	GB	1	1	1	3	2	58
40.95	US	2	5	3	4	4	57
43.65	FR	3	4	3	4	4	50
38.25	PT	2	4	3	3	3	41
40.95	CA	4	3	2	3	2	43
26.2	SG	4	4	4	4	1	17
30.15	GB	2	5	2	1	3	18
30.85	US	1	3	2	3	3	62
38.6	US	1	1	1	3	3	67
38.25	AU	3	5	1	3	1	57
34.2	US	4	5	1	5	4	23
21.6	US	1	5	3	5	3	23
29.6	US	5	5	2	4	1	15
34.25	US	4	5	2	2	2	18
13.7	US	5	2	3	3	2	17
42.3	US	3	1	2	5	3	62
20.65	US	1	4	2	3	3	22
22.75	HR	3	3	3	2	3	22
34.95	PH	1	1	4	1	1	13
28.85	GB	4	1	2	4	3	38
24.95	CA	3	4	5	4	3	24
24.9	CA	3	2	2	2	1	17
9.45	PH	1	3	3	1	4	22
31	US	3	1	2	3	2	18
29.9	US	3	4	4	4	2	32
39	US	3	2	1	4	3	51
34.25	CA	2	4	1	4	2	19
38.3	CA	4	4	4	4	2	20
40.65	CA	3	1	3	4	3	53
45	US	3	5	2	5	4	61
32.85	US	4	5	2	2	2	41
-7.65	IN	1	5	3	1	4	25
39.6	CA	1	1	1	3	2	69
40.95	GB	1	1	3	2	3	56
30.95	US	3	4	3	1	2	45
27.5	PL	1	4	3	5	1	15
41.3	CA	3	1	4	4	3	21
25.45	US	5	4	3	0	3	46
1.45	IN	1	3	0	3	2	22
40.95	US	5	5	3	5	4	43
36.9	US	4	5	1	3	4	55
43	US	3	4	2	3	3	24
10.7	HU	2	4	3	1	3	21
22.8	AU	3	2	4	3	3	20
41.3	US	4	1	1	5	4	55
41.65	US	1	2	1	3	4	72
19.65	HK	4	4	4	3	3	37
32.6	GB	3	1	1	5	3	23
38.25	AU	1	1	1	3	4	65
20.45	US	1	5	4	3	1	15
38.3	US	5	1	1	5	4	25
40.95	HR	4	5	3	3	4	36
37.95	US	4	1	1	4	3	32
41.3	CA	4	1	2	4	4	33
32.9	US	2	4	2	4	3	60
40.3	US	5	1	2	5	3	32
37.6	US	3	2	3	3	2	27
37.25	US	2	1	1	4	3	26
38.3	US	3	2	2	5	3	30
42.65	GB	5	5	4	4	4	33
30.9	US	1	4	4	5	3	22
37.95	US	5	5	1	5	4	34
30.65	UY	4	2	4	2	2	20
38.95	US	3	1	2	4	2	79
40.3	US	4	2	4	3	2	27
43	CA	1	3	1	1	3	56
35	US	4	4	3	3	2	22
26.5	GB	1	1	1	5	2	38
39.6	IN	1	4	1	2	4	62
15.6	AP	2	5	5	5	4	25
32.65	US	2	4	4	4	2	17
37.25	US	5	1	4	4	2	18
43.65	US	2	4	1	3	2	35
42.3	US	3	4	1	3	2	36
34.25	US	1	2	2	3	3	28
43.65	US	3	1	1	4	3	69
28.8	FR	1	2	2	4	2	25
16.25	DE	5	1	4	5	1	15
34.9	US	2	2	2	4	3	24
39.6	US	1	4	1	4	2	63
9.75	IN	4	5	1	1	4	18
27.9	US	2	2	2	5	1	15
38.6	AU	3	1	1	3	3	50
17.4	JP	3	3	3	3	1	22
26.25	MY	4	3	2	4	3	23
35.9	US	1	1	1	5	2	57
34.55	CA	1	1	1	3	2	58
28.9	US	4	4	3	3	3	30
34.2	US	4	1	2	5	2	19
33.9	US	3	1	2	5	3	22
23.85	US	4	1	2	2	2	18
19.75	US	1	5	5	2	3	29
35.9	US	5	1	1	2	3	56
21.2	US	4	1	4	2	2	20
18.75	AU	5	5	5	5	2	22
20.1	US	3	1	1	3	2	47
34.2	US	1	3	3	5	1	38
33.9	US	1	4	1	2	1	49
27.2	US	4	1	1	3	3	52
39.6	US	1	1	1	5	3	63
28.9	CZ	5	3	4	5	2	21
23.2	US	5	5	3	5	2	27
19.15	PH	5	5	3	1	2	18
30.2	CA	5	1	2	3	3	48
39.65	US	1	1	3	5	3	21
34.25	US	2	1	2	4	2	30
24.5	US	3	1	2	2	2	25
36.95	US	3	1	2	5	4	31
26.25	US	1	1	2	2	2	55
23.25	AU	3	5	2	2	2	19
38.25	AU	1	5	1	5	3	66
33.6	GB	4	4	3	3	3	35
39.6	GB	3	4	2	4	4	70
15.1	ID	5	3	3	2	2	19
35.6	GB	4	3	5	1	3	48
28.3	IN	0	1	4	4	2	19
28.9	AU	5	4	5	5	2	17
42.3	US	1	1	1	5	4	80
36.6	GB	3	4	2	3	3	41
17.9	US	5	5	1	3	2	20
45	US	5	3	2	4	2	38
33.55	CA	3	4	2	4	4	57
15.9	DE	2	1	3	1	2	22
32.85	US	3	1	3	4	3	64
19.85	US	5	1	2	4	2	18
27.9	US	4	1	2	1	3	29
32.6	US	4	4	2	1	2	30
21.45	US	2	3	4	4	2	16
35.55	DE	3	3	1	4	3	41
23.55	DK	4	1	2	2	2	25
24.55	US	3	3	3	4	1	17
39.3	KR	4	4	2	4	2	20
29.2	IE	3	1	1	1	2	18
22.85	US	3	1	1	2	1	14
45	US	3	4	4	5	3	38
19.2	SE	1	4	2	2	3	49
45	US	3	2	4	4	4	43
38.3	US	1	3	1	5	2	21
40.65	US	4	3	2	3	3	23
33.6	US	1	1	1	2	2	52
35.65	US	4	4	4	5	2	30
41.3	US	1	1	1	5	3	49
32.85	IN	1	3	1	2	3	24
15.3	IN	1	5	3	2	4	25
37.6	US	2	5	1	1	4	30
33.9	US	1	3	2	3	3	31
31.2	US	5	1	2	5	2	24
45	US	2	1	2	5	3	24
22.25	US	3	2	5	3	2	15
23.55	RU	2	4	4	2	3	24
32.3	US	5	1	3	4	2	21
19.85	VN	4	4	3	2	4	35
17.25	US	4	3	2	3	2	16
41.65	DE	2	3	3	5	4	26
38.95	US	4	4	1	4	3	40
42.3	GB	1	1	3	2	3	46
28.25	CO	5	5	4	5	2	23
15.5	PK	3	4	3	1	3	28
38.6	US	3	4	2	4	3	21
10.55	SD	4	2	4	1	3	20
24.6	GB	3	5	4	3	3	28
40.95	IE	3	5	0	3	4	54
13.3	CA	1	5	1	1	3	53
43.65	US	5	1	5	1	4	64
36.6	CA	2	2	2	4	2	34
30.15	US	4	5	3	5	2	32
28.25	US	1	5	1	3	3	19
24.45	NZ	0	4	2	2	3	20
19.85	PH	3	2	4	5	3	22
29.2	BG	5	1	4	5	3	21
32.2	US	3	1	2	4	4	32
35.95	US	4	1	1	4	3	36
36.25	US	4	1	2	4	3	35
16.45	VN	3	1	1	1	2	28
44	US	5	5	4	5	4	30
27.2	DE	4	2	4	4	4	23
41.3	US	2	5	1	5	3	31
31.6	CH	2	2	3	4	2	17
23.15	GB	2	4	4	5	1	15
16.55	NL	3	4	1	4	2	27
25.8	US	2	1	3	4	2	18
14.65	RU	5	1	3	3	2	19
42.65	US	1	1	2	5	3	34
21.05	US	4	4	4	5	1	16
22.75	US	5	2	2	5	1	14
43.65	CA	3	1	2	4	4	48
36.25	US	3	4	2	3	2	28
23.85	NL	4	1	4	4	2	27
37.95	US	3	2	2	5	2	19
36.95	SE	5	1	4	4	2	20
37.95	US	5	1	4	1	2	40
27.95	US	1	4	2	4	3	56
30.9	US	3	4	3	3	2	19
24.95	US	3	4	4	2	2	20
33.25	US	5	5	3	1	3	54
40.95	US	4	0	2	4	2	27
28.8	US	1	1	1	1	2	64
24.25	US	5	4	4	4	1	15
30.2	US	5	1	2	3	1	23
26.15	US	2	4	2	3	2	46
24.95	HK	2	2	4	2	2	18
34.6	IN	1	1	1	5	3	25
34.55	US	4	5	4	5	2	24
6.5	IN	1	5	3	3	3	22
35.25	GB	3	5	3	5	3	29
28.9	DE	3	1	4	4	3	32
19.45	LT	3	5	4	4	3	25
33.9	US	1	4	1	3	2	71
33.95	US	3	4	3	4	2	34
22.8	GB	2	5	3	2	2	17
29.9	US	5	5	1	3	2	54
39.6	US	2	3	2	4	3	39
25.85	RO	3	1	2	1	4	31
35.3	US	4	2	2	2	2	55
40.65	US	2	1	1	3	4	58
38.25	US	3	2	4	4	2	57
28.25	US	1	4	2	1	2	19
39.3	US	3	2	2	4	3	26
41.3	US	2	3	1	2	3	34
40	HU	2	2	2	4	4	65
40	US	3	4	2	4	3	29
14.5	PK	3	3	3	4	3	26
34.25	CA	3	3	3	3	3	40
17.95	IT	5	1	4	3	2	19
39	US	3	5	4	5	2	17
27.9	MX	5	5	4	1	2	18
15.7	US	2	5	1	1	2	26
42.3	US	1	1	1	5	4	73
35.55	US	1	5	2	1	3	68
36.3	US	3	1	1	4	3	26
28.9	GB	1	5	3	1	3	41
39.6	US	3	4	3	4	3	57
33.6	US	1	2	2	4	3	47
34.55	US	2	1	1	3	4	51
30.6	SR	1	5	3	3	3	37
13.8	US	4	5	1	3	4	29
38.3	CA	2	3	1	5	2	31
29.55	None	3	5	4	4	2	26
39.6	US	5	1	3	4	2	55
26.85	GB	4	3	4	4	1	17
45	US	5	2	1	3	4	52
32.9	GB	2	4	1	5	2	50
32.55	US	2	1	2	5	1	15
16.25	KE	4	5	4	3	4	26
43.65	US	4	3	2	3	4	39
38.25	CA	4	5	1	4	4	43
43.65	GB	3	1	1	5	2	31
36.9	US	1	4	4	5	3	23
28.2	US	2	3	4	1	2	21
43.65	US	2	5	1	1	3	24
43.65	US	3	1	1	4	3	63
32.9	US	2	5	1	4	1	49
19.7	SE	4	5	1	3	2	49
36.9	US	3	1	2	3	3	32
32.25	AU	4	1	2	5	4	44
45	US	4	1	5	5	4	63
43.65	US	5	1	2	4	3	53
42	US	2	1	3	2	2	30
30.85	US	1	2	1	1	4	38
14	NG	2	2	1	1	4	31
10.65	US	4	1	1	1	2	35
21.55	TR	5	2	2	4	2	16
32.55	GB	3	1	3	2	1	50
38.3	CA	4	1	3	3	2	48
40	US	4	2	4	2	4	57
23.6	US	4	3	2	3	1	14
34.6	US	2	1	1	3	4	33
40.95	US	4	1	2	4	4	33
23.5	CA	4	1	1	5	2	18
34.2	US	5	1	5	1	3	22
30.9	US	4	1	4	4	3	42
45	CA	4	1	4	4	4	68
21.65	PT	3	3	1	4	4	35
40.95	GB	3	3	1	3	3	47
39.6	GB	3	3	3	4	2	46
38.25	US	5	5	3	4	4	49
33.25	US	3	4	2	3	4	42
17.5	US	2	5	2	3	2	18
38.95	US	1	1	4	5	3	47
38.3	US	3	4	4	4	4	42
36.95	GB	1	3	4	5	2	18
42	US	2	2	2	4	3	55
45	GB	1	3	2	4	4	40
38.3	CA	3	2	2	3	4	46
23.55	EU	5	5	1	5	3	32
22.5	GB	2	1	4	4	2	18
43.65	US	3	2	2	4	3	68
33.95	GB	3	4	2	5	4	22
39.3	US	4	4	2	4	2	25
42.65	GB	3	1	4	4	3	40
14.25	US	4	2	1	2	1	29
26.1	US	4	5	1	3	4	44
30.5	US	4	1	3	5	4	42
30.5	US	4	3	3	4	3	23
26.65	US	5	2	1	5	3	39
39	US	4	2	5	5	4	29
12.55	PK	3	1	3	1	2	19
26.25	US	1	3	1	4	3	55
32.6	US	3	1	3	4	4	60
17.7	US	1	5	5	1	3	68
26.9	US	3	4	4	3	3	22
18.55	PL	0	0	0	0	2	20
15.35	US	1	1	1	1	2	35
26.1	US	1	4	3	2	4	45
39	US	1	2	4	3	4	52
12.8	AU	1	3	3	5	2	18
37.95	US	1	1	3	4	4	25
26.85	AP	4	3	3	3	2	21
19.15	SE	4	4	1	4	1	17
40.3	US	3	3	1	4	4	51
38.25	IL	1	5	5	4	2	40
32.9	DE	4	1	4	2	2	20
38.25	US	4	1	1	4	3	48
23.15	CA	3	1	2	5	2	18
41.3	GB	2	1	2	4	3	50
26.9	US	1	5	3	5	4	40
